cycle,branch,forecastdate,district,candidateA,candidateB,displaystep,description,margin,lite_weight,classic_weight,deluxe_weight,simulations,timestamp
2020,House,10/26/20,PA-18,Michael Doyle,Luke Negron,2,CANTOR (analysis of comparable disticts),47.50539,.8358126,.1545999,.1545999,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,PA-18,Michael Doyle,Luke Negron,1,Polls adjusted for house effects & other factors,,0,0,0,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,PA-17,Conor Lamb,Sean Parnell,4,Expert ratings adjusted for national environment,8.611007,0,0,.7177314,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,PA-17,Conor Lamb,Sean Parnell,3,Fundamentals (non-polling factors),7.579696,0,1.284435,1.284435,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,PA-17,Conor Lamb,Sean Parnell,2,CANTOR (analysis of comparable disticts),12.69481,.8358126,.1545999,.1545999,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,PA-17,Conor Lamb,Sean Parnell,1,Polls adjusted for house effects & other factors,,0,0,0,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,PA-16,Kristy Gnibus,Mike Kelly,4,Expert ratings adjusted for national environment,-21.50229,0,0,1.091187,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,PA-16,Kristy Gnibus,Mike Kelly,3,Fundamentals (non-polling factors),-13.13163,0,1.284435,1.284435,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,PA-16,Kristy Gnibus,Mike Kelly,2,CANTOR (analysis of comparable disticts),-11.17295,.8358126,.1545999,.1545999,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,PA-16,Kristy Gnibus,Mike Kelly,1,Polls adjusted for house effects & other factors,-11.73183,.748769,.748769,.748769,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,PA-15,Robert M. Williams,Glenn Thompson,4,Expert ratings adjusted for national environment,-46.39539,0,0,.7177314,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,PA-15,Robert M. Williams,Glenn Thompson,3,Fundamentals (non-polling factors),-44.82279,0,1.284435,1.284435,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,PA-15,Robert M. Williams,Glenn Thompson,2,CANTOR (analysis of comparable disticts),-43.78368,.8358126,.1545999,.1545999,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,PA-15,Robert M. Williams,Glenn Thompson,1,Polls adjusted for house effects & other factors,,0,0,0,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,PA-14,William A. Marx,Guy Reschenthaler,4,Expert ratings adjusted for national environment,-34.66793,0,0,.7177314,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,PA-14,William A. Marx,Guy Reschenthaler,3,Fundamentals (non-polling factors),-33.17488,0,1.284435,1.284435,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,PA-14,William A. Marx,Guy Reschenthaler,2,CANTOR (analysis of comparable disticts),-30.60244,.8358126,.1545999,.1545999,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,PA-14,William A. Marx,Guy Reschenthaler,1,Polls adjusted for house effects & other factors,,0,0,0,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,PA-13,Todd Rowley,John Joyce,4,Expert ratings adjusted for national environment,-48.16263,0,0,.7177314,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,PA-13,Todd Rowley,John Joyce,3,Fundamentals (non-polling factors),-46.37065,0,1.284435,1.284435,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,PA-13,Todd Rowley,John Joyce,2,CANTOR (analysis of comparable disticts),-47.38586,.8358126,.1545999,.1545999,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,PA-13,Todd Rowley,John Joyce,1,Polls adjusted for house effects & other factors,,0,0,0,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,PA-12,Lee Griffin,Fred Keller,4,Expert ratings adjusted for national environment,-42.96404,0,0,.7177314,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,PA-12,Lee Griffin,Fred Keller,3,Fundamentals (non-polling factors),-41.75903,0,1.284435,1.284435,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,PA-12,Lee Griffin,Fred Keller,2,CANTOR (analysis of comparable disticts),-37.24813,.8358126,.1545999,.1545999,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,PA-12,Lee Griffin,Fred Keller,1,Polls adjusted for house effects & other factors,,0,0,0,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,PA-1,Christina M. Finello,Brian Fitzpatrick,4,Expert ratings adjusted for national environment,-8.397673,0,0,1.76002,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,PA-1,Christina M. Finello,Brian Fitzpatrick,3,Fundamentals (non-polling factors),-5.822747,0,1.284435,1.284435,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,PA-1,Christina M. Finello,Brian Fitzpatrick,2,CANTOR (analysis of comparable disticts),2.028229,0,.1545999,.1545999,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,PA-1,Christina M. Finello,Brian Fitzpatrick,1,Polls adjusted for house effects & other factors,-7.222805,2.089764,2.089764,2.089764,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,PA-11,Sarah Hammond,Lloyd Smucker,4,Expert ratings adjusted for national environment,-32.28094,0,0,.7177314,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,PA-11,Sarah Hammond,Lloyd Smucker,3,Fundamentals (non-polling factors),-30.55516,0,1.284435,1.284435,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,PA-11,Sarah Hammond,Lloyd Smucker,2,CANTOR (analysis of comparable disticts),-29.34864,.8358126,.1545999,.1545999,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,PA-11,Sarah Hammond,Lloyd Smucker,1,Polls adjusted for house effects & other factors,,0,0,0,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,PA-10,Eugene A. DePasquale,Scott Perry,4,Expert ratings adjusted for national environment,-1.680819,0,0,1.742671,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,PA-10,Eugene A. DePasquale,Scott Perry,3,Fundamentals (non-polling factors),-4.111123,0,1.284435,1.284435,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,PA-10,Eugene A. DePasquale,Scott Perry,2,CANTOR (analysis of comparable disticts),-5.843308,0,.1545999,.1545999,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,PA-10,Eugene A. DePasquale,Scott Perry,1,Polls adjusted for house effects & other factors,1.096401,2.05498,2.05498,2.05498,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OR-5,Kurt Schrader,Amy Ryan Courser,4,Expert ratings adjusted for national environment,21.96536,0,0,.7177314,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OR-5,Kurt Schrader,Amy Ryan Courser,3,Fundamentals (non-polling factors),11.65141,0,1.284435,1.284435,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OR-5,Kurt Schrader,Amy Ryan Courser,2,CANTOR (analysis of comparable disticts),20.76678,.8358126,.1545999,.1545999,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OR-5,Kurt Schrader,Amy Ryan Courser,1,Polls adjusted for house effects & other factors,,0,0,0,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OR-4,Peter DeFazio,Alek Skarlatos,4,Expert ratings adjusted for national environment,6.823522,0,0,.7177314,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OR-4,Peter DeFazio,Alek Skarlatos,3,Fundamentals (non-polling factors),4.682228,0,1.284435,1.284435,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OR-4,Peter DeFazio,Alek Skarlatos,2,CANTOR (analysis of comparable disticts),18.6582,.8358126,.1545999,.1545999,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OR-4,Peter DeFazio,Alek Skarlatos,1,Polls adjusted for house effects & other factors,,0,0,0,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OR-3,Earl Blumenauer,Joanna Harbour,4,Expert ratings adjusted for national environment,49.55623,0,0,.7177314,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OR-3,Earl Blumenauer,Joanna Harbour,3,Fundamentals (non-polling factors),49.2794,0,1.284435,1.284435,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OR-3,Earl Blumenauer,Joanna Harbour,2,CANTOR (analysis of comparable disticts),67.49622,.8358126,.1545999,.1545999,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OR-3,Earl Blumenauer,Joanna Harbour,1,Polls adjusted for house effects & other factors,,0,0,0,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OR-2,Alex Spenser,Cliff Bentz,4,Expert ratings adjusted for national environment,-25.05632,0,0,.7177314,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OR-2,Alex Spenser,Cliff Bentz,3,Fundamentals (non-polling factors),-22.46194,0,1.284435,1.284435,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OR-2,Alex Spenser,Cliff Bentz,2,CANTOR (analysis of comparable disticts),-13.45888,.8358126,.1545999,.1545999,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OR-2,Alex Spenser,Cliff Bentz,1,Polls adjusted for house effects & other factors,,0,0,0,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OR-1,Suzanne Bonamici,Chris Christensen,4,Expert ratings adjusted for national environment,32.46585,0,0,.7177314,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OR-1,Suzanne Bonamici,Chris Christensen,3,Fundamentals (non-polling factors),33.25906,0,1.284435,1.284435,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OR-1,Suzanne Bonamici,Chris Christensen,2,CANTOR (analysis of comparable disticts),40.92566,.8358126,.1545999,.1545999,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OR-1,Suzanne Bonamici,Chris Christensen,1,Polls adjusted for house effects & other factors,,0,0,0,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OK-5,Kendra Horn,Stephanie Bice,4,Expert ratings adjusted for national environment,-1.680819,0,0,1.74597,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OK-5,Kendra Horn,Stephanie Bice,3,Fundamentals (non-polling factors),1.007605,0,1.284435,1.284435,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OK-5,Kendra Horn,Stephanie Bice,2,CANTOR (analysis of comparable disticts),3.196322,0,.1545999,.1545999,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OK-5,Kendra Horn,Stephanie Bice,1,Polls adjusted for house effects & other factors,1.010582,2.061594,2.061594,2.061594,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OK-4,Mary Brannon,Tom Cole,4,Expert ratings adjusted for national environment,-38.69529,0,0,.7177314,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OK-4,Mary Brannon,Tom Cole,3,Fundamentals (non-polling factors),-37.06477,0,1.284435,1.284435,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OK-4,Mary Brannon,Tom Cole,2,CANTOR (analysis of comparable disticts),-36.32893,.8358126,.1545999,.1545999,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OK-4,Mary Brannon,Tom Cole,1,Polls adjusted for house effects & other factors,,0,0,0,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OK-3,Zoe Ann Midyett,Frank Lucas,4,Expert ratings adjusted for national environment,-54.5836,0,0,.7177314,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OK-3,Zoe Ann Midyett,Frank Lucas,3,Fundamentals (non-polling factors),-53.04353,0,1.284435,1.284435,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OK-3,Zoe Ann Midyett,Frank Lucas,2,CANTOR (analysis of comparable disticts),-51.73013,.8358126,.1545999,.1545999,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OK-3,Zoe Ann Midyett,Frank Lucas,1,Polls adjusted for house effects & other factors,,0,0,0,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OK-2,Danyell Lanier,Markwayne Mullin,4,Expert ratings adjusted for national environment,-42.47859,0,0,.7177314,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OK-2,Danyell Lanier,Markwayne Mullin,3,Fundamentals (non-polling factors),-40.32257,0,1.284435,1.284435,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OK-2,Danyell Lanier,Markwayne Mullin,2,CANTOR (analysis of comparable disticts),-44.65199,.8358126,.1545999,.1545999,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OK-2,Danyell Lanier,Markwayne Mullin,1,Polls adjusted for house effects & other factors,,0,0,0,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OK-1,Kojo Asamoa-Caeser,Kevin Hern,4,Expert ratings adjusted for national environment,-31.52068,0,0,.7177314,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OK-1,Kojo Asamoa-Caeser,Kevin Hern,3,Fundamentals (non-polling factors),-29.70172,0,1.284435,1.284435,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OK-1,Kojo Asamoa-Caeser,Kevin Hern,2,CANTOR (analysis of comparable disticts),-28.96344,.8358126,.1545999,.1545999,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OK-1,Kojo Asamoa-Caeser,Kevin Hern,1,Polls adjusted for house effects & other factors,,0,0,0,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-9,Marcy Kaptur,Rob Weber,4,Expert ratings adjusted for national environment,33.8715,0,0,.7177314,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-9,Marcy Kaptur,Rob Weber,3,Fundamentals (non-polling factors),34.20522,0,1.284435,1.284435,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-9,Marcy Kaptur,Rob Weber,2,CANTOR (analysis of comparable disticts),46.34206,.8358126,.1545999,.1545999,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-9,Marcy Kaptur,Rob Weber,1,Polls adjusted for house effects & other factors,,0,0,0,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-8,Vanessa Enoch,Warren Davidson,4,Expert ratings adjusted for national environment,-36.17921,0,0,.7177314,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-8,Vanessa Enoch,Warren Davidson,3,Fundamentals (non-polling factors),-34.03613,0,1.284435,1.284435,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-8,Vanessa Enoch,Warren Davidson,2,CANTOR (analysis of comparable disticts),-37.7994,.8358126,.1545999,.1545999,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-8,Vanessa Enoch,Warren Davidson,1,Polls adjusted for house effects & other factors,,0,0,0,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-7,Quentin Potter,Bob Gibbs,4,Expert ratings adjusted for national environment,-26.52595,0,0,.7177314,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-7,Quentin Potter,Bob Gibbs,3,Fundamentals (non-polling factors),-23.36325,0,1.284435,1.284435,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-7,Quentin Potter,Bob Gibbs,2,CANTOR (analysis of comparable disticts),-27.48745,.8358126,.1545999,.1545999,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-7,Quentin Potter,Bob Gibbs,1,Polls adjusted for house effects & other factors,,0,0,0,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-6,Shawna Roberts,Bill Johnson,4,Expert ratings adjusted for national environment,-42.21832,0,0,.7177314,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-6,Shawna Roberts,Bill Johnson,3,Fundamentals (non-polling factors),-40.86286,0,1.284435,1.284435,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-6,Shawna Roberts,Bill Johnson,2,CANTOR (analysis of comparable disticts),-37.73357,.8358126,.1545999,.1545999,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-6,Shawna Roberts,Bill Johnson,1,Polls adjusted for house effects & other factors,,0,0,0,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-5,Nick Rubando,Robert E. Latta,4,Expert ratings adjusted for national environment,-27.76233,0,0,.7177314,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-5,Nick Rubando,Robert E. Latta,3,Fundamentals (non-polling factors),-25.59448,0,1.284435,1.284435,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-5,Nick Rubando,Robert E. Latta,2,CANTOR (analysis of comparable disticts),-23.78502,.8358126,.1545999,.1545999,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-5,Nick Rubando,Robert E. Latta,1,Polls adjusted for house effects & other factors,,0,0,0,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-4,Shannon Freshour,Jim Jordan,4,Expert ratings adjusted for national environment,-32.51479,0,0,.7177314,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-4,Shannon Freshour,Jim Jordan,3,Fundamentals (non-polling factors),-30.50381,0,1.284435,1.284435,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-4,Shannon Freshour,Jim Jordan,2,CANTOR (analysis of comparable disticts),-32.05749,.8358126,.1545999,.1545999,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-4,Shannon Freshour,Jim Jordan,1,Polls adjusted for house effects & other factors,,0,0,0,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-3,Joyce Beatty,Mark F. Richardson,4,Expert ratings adjusted for national environment,44.84303,0,0,.7177314,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-3,Joyce Beatty,Mark F. Richardson,3,Fundamentals (non-polling factors),44.98077,0,1.284435,1.284435,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-3,Joyce Beatty,Mark F. Richardson,2,CANTOR (analysis of comparable disticts),59.32471,.8358126,.1545999,.1545999,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-3,Joyce Beatty,Mark F. Richardson,1,Polls adjusted for house effects & other factors,,0,0,0,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-2,Jaime Castle,Brad Wenstrup,4,Expert ratings adjusted for national environment,-24.23111,0,0,.7177314,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-2,Jaime Castle,Brad Wenstrup,3,Fundamentals (non-polling factors),-19.73802,0,1.284435,1.284435,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-2,Jaime Castle,Brad Wenstrup,2,CANTOR (analysis of comparable disticts),-17.36349,.8358126,.1545999,.1545999,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-2,Jaime Castle,Brad Wenstrup,1,Polls adjusted for house effects & other factors,,0,0,0,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-16,Aaron Paul Godfrey,Anthony Gonzalez,4,Expert ratings adjusted for national environment,-28.40083,0,0,.7177314,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-16,Aaron Paul Godfrey,Anthony Gonzalez,3,Fundamentals (non-polling factors),-27.32,0,1.284435,1.284435,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-16,Aaron Paul Godfrey,Anthony Gonzalez,2,CANTOR (analysis of comparable disticts),-16.56638,.8358126,.1545999,.1545999,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-16,Aaron Paul Godfrey,Anthony Gonzalez,1,Polls adjusted for house effects & other factors,,0,0,0,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-15,Joel Newby,Steve Stivers,4,Expert ratings adjusted for national environment,-26.85556,0,0,.7177314,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-15,Joel Newby,Steve Stivers,3,Fundamentals (non-polling factors),-25.55122,0,1.284435,1.284435,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-15,Joel Newby,Steve Stivers,2,CANTOR (analysis of comparable disticts),-13.44236,.8358126,.1545999,.1545999,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-15,Joel Newby,Steve Stivers,1,Polls adjusted for house effects & other factors,,0,0,0,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-14,Hillary O'Connor Mueri,David Joyce,4,Expert ratings adjusted for national environment,-24.42118,0,0,.7177314,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-14,Hillary O'Connor Mueri,David Joyce,3,Fundamentals (non-polling factors),-15.51503,0,1.284435,1.284435,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-14,Hillary O'Connor Mueri,David Joyce,2,CANTOR (analysis of comparable disticts),-10.42908,.8358126,.1545999,.1545999,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-14,Hillary O'Connor Mueri,David Joyce,1,Polls adjusted for house effects & other factors,,0,0,0,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-13,Tim Ryan,Christina Hagan,4,Expert ratings adjusted for national environment,20.78818,0,0,.7177314,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-13,Tim Ryan,Christina Hagan,3,Fundamentals (non-polling factors),14.03311,0,1.284435,1.284435,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-13,Tim Ryan,Christina Hagan,2,CANTOR (analysis of comparable disticts),31.7624,.8358126,.1545999,.1545999,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-13,Tim Ryan,Christina Hagan,1,Polls adjusted for house effects & other factors,,0,0,0,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-12,Alaina Shearer,Troy Balderson,4,Expert ratings adjusted for national environment,-17.91544,0,0,1.364726,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-12,Alaina Shearer,Troy Balderson,3,Fundamentals (non-polling factors),-9.923319,0,1.284435,1.284435,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-12,Alaina Shearer,Troy Balderson,2,CANTOR (analysis of comparable disticts),-7.76383,.7027918,.1545999,.1545999,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-12,Alaina Shearer,Troy Balderson,1,Polls adjusted for house effects & other factors,-7.598106,1.297208,1.297208,1.297208,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-1,Kate Schroder,Steve Chabot,4,Expert ratings adjusted for national environment,-1.680819,0,0,1.357404,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-1,Kate Schroder,Steve Chabot,3,Fundamentals (non-polling factors),-3.598306,0,1.284435,1.284435,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-1,Kate Schroder,Steve Chabot,2,CANTOR (analysis of comparable disticts),-4.708189,.7174715,.1545999,.1545999,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-1,Kate Schroder,Steve Chabot,1,Polls adjusted for house effects & other factors,-3.10955,1.282529,1.282529,1.282529,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-11,Marcia L. Fudge,Laverne Gore,4,Expert ratings adjusted for national environment,56.79126,0,0,.7177314,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-11,Marcia L. Fudge,Laverne Gore,3,Fundamentals (non-polling factors),55.81147,0,1.284435,1.284435,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-11,Marcia L. Fudge,Laverne Gore,2,CANTOR (analysis of comparable disticts),80.57604,.8358126,.1545999,.1545999,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-11,Marcia L. Fudge,Laverne Gore,1,Polls adjusted for house effects & other factors,,0,0,0,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-10,Desiree Tims,Michael Turner,4,Expert ratings adjusted for national environment,-13.76013,0,0,1.24317,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-10,Desiree Tims,Michael Turner,3,Fundamentals (non-polling factors),-7.494605,0,1.284435,1.284435,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-10,Desiree Tims,Michael Turner,2,CANTOR (analysis of comparable disticts),-4.157117,.8358126,.1545999,.1545999,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,OH-10,Desiree Tims,Michael Turner,1,Polls adjusted for house effects & other factors,-8.555954,1.053491,1.053491,1.053491,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,NY-9,Yvette D. Clarke,Constantin Jean-Pierre,4,Expert ratings adjusted for national environment,69.6326,0,0,.7177314,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,NY-9,Yvette D. Clarke,Constantin Jean-Pierre,3,Fundamentals (non-polling factors),69.60613,0,1.284435,1.284435,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,NY-9,Yvette D. Clarke,Constantin Jean-Pierre,2,CANTOR (analysis of comparable disticts),85.4977,.8358126,.1545999,.1545999,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,NY-9,Yvette D. Clarke,Constantin Jean-Pierre,1,Polls adjusted for house effects & other factors,,0,0,0,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,NY-8,Hakeem Jeffries,Garfield Wallace,4,Expert ratings adjusted for national environment,76.51542,0,0,.7177314,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,NY-8,Hakeem Jeffries,Garfield Wallace,3,Fundamentals (non-polling factors),76.989,0,1.284435,1.284435,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,NY-8,Hakeem Jeffries,Garfield Wallace,2,CANTOR (analysis of comparable disticts),88.2261,.8358126,.1545999,.1545999,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,NY-8,Hakeem Jeffries,Garfield Wallace,1,Polls adjusted for house effects & other factors,,0,0,0,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,NY-7,Nydia M. Velázquez,Brian Kelly,4,Expert ratings adjusted for national environment,76.46084,0,0,.7177314,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,NY-7,Nydia M. Velázquez,Brian Kelly,3,Fundamentals (non-polling factors),76.72487,0,1.284435,1.284435,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,NY-7,Nydia M. Velázquez,Brian Kelly,2,CANTOR (analysis of comparable disticts),89.91248,.8358126,.1545999,.1545999,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,NY-7,Nydia M. Velázquez,Brian Kelly,1,Polls adjusted for house effects & other factors,,0,0,0,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,NY-6,Grace Meng,Thomas Zmich,4,Expert ratings adjusted for national environment,45.65952,0,0,.7177314,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,NY-6,Grace Meng,Thomas Zmich,3,Fundamentals (non-polling factors),46.34186,0,1.284435,1.284435,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,NY-6,Grace Meng,Thomas Zmich,2,CANTOR (analysis of comparable disticts),55.62046,.8358126,.1545999,.1545999,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,NY-6,Grace Meng,Thomas Zmich,1,Polls adjusted for house effects & other factors,,0,0,0,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,NY-5,Gregory W. Meeks,All others,4,Expert ratings adjusted for national environment,80.52014,0,0,.7177314,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,NY-5,Gregory W. Meeks,All others,3,Fundamentals (non-polling factors),80.52014,1.439034,1.439034,1.439034,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,NY-5,Gregory W. Meeks,All others,2,CANTOR (analysis of comparable disticts),,0,0,0,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,NY-5,Gregory W. Meeks,All others,1,Polls adjusted for house effects & other factors,,0,0,0,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,NY-4,Kathleen Rice,Douglas Tuman,4,Expert ratings adjusted for national environment,23.7295,0,0,.7177314,40000,13:29:47 26 Oct 2020
2020,House,10/26/20,NY-4,Kathleen Rice,Douglas Tuman,3,Fundamentals (non-polling factors),23.79622,0,1.284435,1.284435,40000,13:29:47 26 Oct 2020
