cycle,branch,model,modeldate,candidate_inc,candidate_chal,candidate_3rd,evprob_inc,evprob_chal,evprob_3rd,total_ev,timestamp,simulations
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.0001,.005275,,358,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.000175,.010175,,357,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.0002,.0103,,356,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.0009,.00155,,355,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.0001,.002075,,354,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00025,.006475,,353,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.000025,.0044,,352,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",0,.00605,,351,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.000675,.01255,,350,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00015,0,,35,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.000375,.003275,,349,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.000325,.00475,,348,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00025,.003425,,347,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.000225,.004925,,346,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00015,.004025,,345,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.000425,.00605,,344,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.000325,.00375,,343,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.001325,.004,,342,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.000725,.010675,,341,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.000475,.008775,,340,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.0001,0,,34,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00025,.0057,,339,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.000475,.00425,,338,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00115,.002875,,337,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.0004,.002825,,336,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.001225,.011325,,335,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.0003,.014175,,334,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.001,.0059,,333,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00035,.002275,,332,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00125,.001875,,331,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.000375,.005525,,330,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.000125,0,,33,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.000525,.005275,,329,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.0034,.00325,,328,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00065,.0026,,327,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.002225,.004575,,326,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.0005,.006375,,325,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.000725,.006675,,324,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.000375,.008725,,323,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00345,.00425,,322,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.001275,.0029,,321,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.000775,.00525,,320,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.0001,0,,32,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.000575,.016875,,319,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.001025,.00535,,318,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.000775,.002225,,317,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.001725,.003975,,316,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00075,.0052,,315,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.0006,.003525,,314,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.000575,.005325,,313,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.0033,.003725,,312,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00205,.0029,,311,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.001625,.003875,,310,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.0001,0,,31,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.000875,.004475,,309,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.000925,.008,,308,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.000675,.00325,,307,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00385,.00445,,306,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.001575,.005275,,305,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00135,.003825,,304,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.000725,.00245,,303,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.0016,.002025,,302,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.001775,.003025,,301,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.002975,.003,,300,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.000075,0,,30,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00005,0,,3,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.001075,.002975,,299,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00065,.004725,,298,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.0006,.0046,,297,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00405,.00335,,296,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00305,.00755,,295,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00235,.01065,,294,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.0013,.004375,,293,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00135,.002075,,292,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.001475,.004225,,291,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.0044,.0126,,290,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00015,0,,29,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.0026,.0048,,289,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00125,.0033,,288,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.0006,.0019,,287,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00345,.0036,,286,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.003825,.00335,,285,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.002525,.003075,,284,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.001725,.003125,,283,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.001,.002275,,282,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00125,.001025,,281,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00615,.00855,,280,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.000175,0,,28,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.006575,.019475,,279,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.001575,.00865,,278,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00085,.00165,,277,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.002125,.001375,,276,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.003325,.001875,,275,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.002025,.0033,,274,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.001675,.005575,,273,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.0014,.002425,,272,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.0014,.000925,,271,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.0042,.003275,,270,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00005,0,,27,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.006025,.006025,,269,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.003275,.0042,,268,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.000925,.0014,,267,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.002425,.0014,,266,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.005575,.001675,,265,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.0033,.002025,,264,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.001875,.003325,,263,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.001375,.002125,,262,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00165,.00085,,261,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00865,.001575,,260,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00015,0,,26,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.019475,.006575,,259,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00855,.00615,,258,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.001025,.00125,,257,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.002275,.001,,256,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.003125,.001725,,255,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.003075,.002525,,254,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00335,.003825,,253,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.0036,.00345,,252,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.0019,.0006,,251,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.0033,.00125,,250,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00005,0,,25,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.0048,.0026,,249,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.0126,.0044,,248,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.004225,.001475,,247,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.002075,.00135,,246,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.004375,.0013,,245,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.01065,.00235,,244,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00755,.00305,,243,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00335,.00405,,242,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.0046,.0006,,241,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.004725,.00065,,240,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.000075,0,,24,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.002975,.001075,,239,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.003,.002975,,238,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.003025,.001775,,237,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.002025,.0016,,236,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00245,.000725,,235,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.003825,.00135,,234,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.005275,.001575,,233,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00445,.00385,,232,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00325,.000675,,231,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.008,.000925,,230,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.000225,0,,23,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.004475,.000875,,229,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.003875,.001625,,228,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.0029,.00205,,227,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.003725,.0033,,226,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.005325,.000575,,225,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.003525,.0006,,224,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.0052,.00075,,223,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.003975,.001725,,222,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.002225,.000775,,221,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00535,.001025,,220,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00015,0,,22,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.016875,.000575,,219,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00525,.000775,,218,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.0029,.001275,,217,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00425,.00345,,216,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.008725,.000375,,215,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.006675,.000725,,214,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.006375,.0005,,213,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.004575,.002225,,212,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.0026,.00065,,211,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00325,.0034,,210,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.000075,0,,21,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.005275,.000525,,209,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.005525,.000375,,208,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.001875,.00125,,207,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.002275,.00035,,206,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.0059,.001,,205,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.014175,.0003,,204,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.011325,.001225,,203,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.002825,.0004,,202,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.002875,.00115,,201,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00425,.000475,,200,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.000175,0,,20,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",0,0,,2,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.0057,.00025,,199,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.008775,.000475,,198,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.010675,.000725,,197,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.004,.001325,,196,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00375,.000325,,195,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00605,.000425,,194,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.004025,.00015,,193,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.004925,.000225,,192,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.003425,.00025,,191,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00475,.000325,,190,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.000025,0,,19,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.003275,.000375,,189,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.01255,.000675,,188,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00605,0,,187,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.0044,.000025,,186,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.006475,.00025,,185,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.002075,.0001,,184,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00155,.0009,,183,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.0103,.0002,,182,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.010175,.000175,,181,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.005275,.0001,,180,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.000125,0,,18,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.0162,.000025,,179,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.003275,.0001,,178,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.002375,.000075,,177,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00655,.0004,,176,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00375,.000275,,175,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.004625,.0001,,174,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.003375,.000075,,173,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.002075,0,,172,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.002175,.00005,,171,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.004925,.000075,,170,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00015,0,,17,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.004625,.00005,,169,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.001425,.000025,,168,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.002075,0,,167,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.0051,.000125,,166,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00325,.00005,,165,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00915,.000025,,164,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.025275,.000125,,163,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.001675,.000075,,162,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00265,.0001,,161,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.010375,.000025,,160,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00015,0,,16,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00325,.000025,,159,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.0017,.00005,,158,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.004125,0,,157,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.002625,.000025,,156,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.001925,.00005,,155,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.002925,0,,154,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.001775,.000025,,153,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.002675,.00005,,152,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.002275,.00005,,151,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00975,0,,150,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.0001,0,,15,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.003175,.000125,,149,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00245,0,,148,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00325,.000025,,147,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00175,0,,146,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00125,0,,145,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.0096,0,,144,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.005375,.000025,,143,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00345,.000025,,142,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00905,.000025,,141,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.0026,.000025,,140,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.0001,0,,14,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.0009,0,,139,13:42:04 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.003875,.000075,,138,13:42:04 26 Oct 2020,40000
