cycle,state,modeldate,candidate_name,startdate,enddate,pollster,samplesize,population,weight,influence,pct,house_adjusted_pct,trend_and_house_adjusted_pct,tracking,poll_id,question_id
2020,National,10/26/2020,Joseph R. Biden Jr.,6/6/2020,6/11/2020,Climate Nexus,9087,rv,1.232665,0,48,49.13949,50.68251,"",66930,124979
2020,National,10/26/2020,Joseph R. Biden Jr.,6/24/2020,6/25/2020,YouGov,1244,rv,.5816574,0,47,48.82529,50.09654,"",66929,124976
2020,National,10/26/2020,Joseph R. Biden Jr.,6/22/2020,6/24/2020,Marist College,1515,rv,2.455717,0,52,51.70636,52.98841,"",66928,124974
2020,National,10/26/2020,Joseph R. Biden Jr.,6/8/2020,6/14/2020,Kaiser Family Foundation,1094,rv,1.5961,0,51,53.2567,54.7127,"",66924,124967
2020,National,10/26/2020,Joseph R. Biden Jr.,6/19/2020,6/22/2020,NBC News/The Wall Street Journal,800,rv,1.245974,0,47,47.20438,48.50153,"",66898,124905
2020,National,10/26/2020,Joseph R. Biden Jr.,6/22/2020,6/23/2020,Ipsos,934,rv,.5936885,0,47,49.73811,50.99431,"",66890,124891
2020,National,10/26/2020,Joseph R. Biden Jr.,6/21/2020,6/23/2020,YouGov,1230,rv,.609485,0,49,50.82732,52.09361,"",66885,124874
2020,National,10/26/2020,Joseph R. Biden Jr.,6/15/2020,6/21/2020,Morning Consult,30942,rv,.2963876,0,47,48.33075,49.63835,T,66883,124864
2020,National,10/26/2020,Joseph R. Biden Jr.,6/23/2020,6/23/2020,Data for Progress,721,rv,.792869,0,50.06,49.25011,50.51979,"",66882,124863
2020,National,10/26/2020,Joseph R. Biden Jr.,6/17/2020,6/22/2020,Siena College/The New York Times Upshot,1337,rv,2.324245,0,49.7,51.28941,52.61877,"",66879,124855
2020,National,10/26/2020,Joseph R. Biden Jr.,6/19/2020,6/20/2020,Public Policy Polling,1013,rv,.7343648,0,52,50.74684,52.06032,"",66875,124816
2020,National,10/26/2020,Joseph R. Biden Jr.,4/3/2020,4/7/2020,Climate Nexus,3168,rv,1.093641,0,46.81,47.94809,50.82839,"",66874,124813
2020,National,10/26/2020,Joseph R. Biden Jr.,6/17/2020,6/18/2020,Harris Insights & Analytics,1738,lv,.8522533,0,56,58.21426,59.5212,"",66872,124809
2020,National,10/26/2020,Joseph R. Biden Jr.,6/12/2020,6/16/2020,Echelon Insights,1000,lv,.8386342,0,50,49.52311,50.93187,"",66869,124804
2020,National,10/26/2020,Joseph R. Biden Jr.,5/18/2020,5/20/2020,Echelon Insights,1000,lv,.8386342,0,51,50.52318,53.12217,"",66515,124803
2020,National,10/26/2020,Joseph R. Biden Jr.,6/12/2020,6/16/2020,SurveyMonkey,5666,a,.0267203,0,53,53.68488,55.10795,"",66858,124785
2020,National,10/26/2020,Joseph R. Biden Jr.,5/28/2020,6/10/2020,UCLA Nationscape,10601,rv,1.24476,0,50,50.84965,52.61077,"",66853,124770
2020,National,10/26/2020,Joseph R. Biden Jr.,6/13/2020,6/16/2020,Fox News/Beacon Research/Shaw & Co. Research,1343,rv,1.92364,0,50,51.19407,52.54603,"",66851,124764
2020,National,10/26/2020,Joseph R. Biden Jr.,6/9/2020,6/16/2020,Optimus,686,lv,.5229889,0,50,49.1198,50.50843,T,66850,124762
2020,National,10/26/2020,Joseph R. Biden Jr.,6/11/2020,6/15/2020,Quinnipiac University,1332,rv,1.685163,0,49,48.81751,50.21161,"",66848,124753
2020,National,10/26/2020,Joseph R. Biden Jr.,3/18/2020,3/24/2020,Ipsos,3763,rv,1.461888,0,46,48.73513,51.26563,"",64976,124741
2020,National,10/26/2020,Joseph R. Biden Jr.,6/14/2020,6/16/2020,YouGov,1160,rv,.6010455,0,50,51.82693,53.19907,"",66838,124728
2020,National,10/26/2020,Joseph R. Biden Jr.,6/10/2020,6/16/2020,Ipsos,3768,rv,1.407538,0,48,50.73969,52.1614,"",66835,124720
2020,National,10/26/2020,Joseph R. Biden Jr.,6/12/2020,6/14/2020,Change Research,1250,lv,.7353632,0,51,51.49273,52.91278,"",66826,124712
2020,National,10/26/2020,Joseph R. Biden Jr.,5/21/2020,6/5/2020,AP-NORC,3504,a,2.008687,0,40,43.05333,45.11462,"",66821,124698
2020,National,10/26/2020,Joseph R. Biden Jr.,6/8/2020,6/14/2020,Morning Consult,32138,rv,.3032115,0,48,49.332,50.80038,T,66812,124671
2020,National,10/26/2020,Joseph R. Biden Jr.,6/6/2020,6/13/2020,Optimus,742,lv,.2049618,0,51.6,50.72006,52.18632,T,66810,124668
2020,National,10/26/2020,Joseph R. Biden Jr.,6/11/2020,6/13/2020,RMG Research,1200,rv,.6189505,0,48,50.75752,52.2275,"",66800,124657
2020,National,10/26/2020,Joseph R. Biden Jr.,6/11/2020,6/13/2020,Abacus Data,1004,lv,.8398587,0,51,50.76401,52.26283,"",66799,124643
2020,National,10/26/2020,Joseph R. Biden Jr.,12/28/2019,12/30/2019,Meeting Street Research,1000,rv,1.09773,0,49,49.49017,52.3959,"",66792,124631
2020,National,10/26/2020,Joseph R. Biden Jr.,6/8/2020,6/9/2020,Redfield & Wilton Strategies,1208,lv,.8950306,0,50.16,51.3986,52.94487,"",66789,124622
2020,National,10/26/2020,Joseph R. Biden Jr.,6/2/2020,6/9/2020,Optimus,762,lv,.2732753,0,53,52.12123,53.73497,T,66786,124617
2020,National,10/26/2020,Joseph R. Biden Jr.,6/9/2020,6/10/2020,YouGov,1288,rv,.615382,0,49,50.82732,52.3323,"",66783,124608
2020,National,10/26/2020,Joseph R. Biden Jr.,6/7/2020,6/9/2020,YouGov,1241,rv,.5572086,0,49,50.82732,52.4024,"",66779,124601
2020,National,10/26/2020,Joseph R. Biden Jr.,6/9/2020,6/9/2020,Data for Progress,688,rv,.7667692,0,53.58,52.77217,54.31334,"",66774,124586
2020,National,10/26/2020,Joseph R. Biden Jr.,5/26/2020,5/26/2020,Data for Progress,686,rv,.6442952,0,49.81,49.00016,51.25272,"",66773,124584
2020,National,10/26/2020,Joseph R. Biden Jr.,6/7/2020,6/7/2020,MSR Group,855,rv,1.045949,0,46.3,48.14266,49.79545,"",66772,124582
2020,National,10/26/2020,Joseph R. Biden Jr.,6/8/2020,6/9/2020,Ipsos,931,rv,.37835,0,46,48.73513,50.26772,"",66770,124577
2020,National,10/26/2020,Joseph R. Biden Jr.,6/1/2020,6/7/2020,Morning Consult,32380,rv,.2969103,0,47,48.33075,50.06871,T,66763,124562
2020,National,10/26/2020,Joseph R. Biden Jr.,5/25/2020,5/31/2020,Morning Consult,31983,rv,.2758079,0,46,47.32883,49.44814,T,66762,124561
2020,National,10/26/2020,Joseph R. Biden Jr.,5/30/2020,6/6/2020,Optimus,787,lv,.2179321,0,53.1,52.22134,53.97392,T,66759,124556
2020,National,10/26/2020,Joseph R. Biden Jr.,6/1/2020,6/4/2020,Harris Insights & Analytics,2827,rv,1.171944,0,47,50.09754,51.90903,"",66745,124550
2020,National,10/26/2020,Joseph R. Biden Jr.,6/4/2020,6/6/2020,RMG Research,1200,rv,.5613561,0,47,49.75594,51.47525,"",66751,124542
2020,National,10/26/2020,Joseph R. Biden Jr.,6/1/2020,6/2/2020,Zogby Interactive/JZ Analytics,1007,lv,1.008191,0,46,49.18645,51.02423,"",66754,124541
2020,National,10/26/2020,Joseph R. Biden Jr.,6/3/2020,6/6/2020,Garin-Hart-Yang Research Group,1223,lv,.9543549,0,53,50.86416,52.57654,"",66753,124539
2020,National,10/26/2020,Joseph R. Biden Jr.,6/2/2020,6/5/2020,SSRS,1125,rv,1.276192,0,55,53.50362,55.23314,"",66750,124536
2020,National,10/26/2020,Joseph R. Biden Jr.,5/28/2020,6/2/2020,NBC News/The Wall Street Journal,1000,rv,1.486684,0,49,49.20478,51.17715,"",66749,124533
2020,National,10/26/2020,Joseph R. Biden Jr.,5/6/2020,5/6/2020,Harris Insights & Analytics,957,rv,.5846154,0,41,44.05502,46.84952,"",66253,124527
2020,National,10/26/2020,Joseph R. Biden Jr.,6/2/2020,6/4/2020,Whitman Insight Strategies,500,rv,.5684462,0,53,52.68486,54.52124,"",66744,124521
2020,National,10/26/2020,Joseph R. Biden Jr.,6/2/2020,6/3/2020,Marist College,958,rv,1.662826,0,50,49.7061,51.52423,"",66743,124520
2020,National,10/26/2020,Joseph R. Biden Jr.,6/1/2020,6/2/2020,Research Co.,1000,a,.8706735,0,46,49.07135,50.90924,"",66719,124510
2020,National,10/26/2020,Joseph R. Biden Jr.,5/26/2020,6/2/2020,Optimus,795,lv,.2889547,0,50.9,50.01981,51.99286,T,66735,124501
2020,National,10/26/2020,Joseph R. Biden Jr.,5/31/2020,6/3/2020,IBD/TIPP,964,rv,1.54073,0,45,47.07926,48.93369,"",66733,124494
2020,National,10/26/2020,Joseph R. Biden Jr.,6/1/2020,6/3/2020,Civiqs,1327,a,.8400334,0,47,48.94963,50.83675,"",66730,124485
2020,National,10/26/2020,Joseph R. Biden Jr.,6/2/2020,6/3/2020,Emerson College,1431,rv,1.890186,0,52.7,51.91462,53.71124,"",66723,124465
2020,National,10/26/2020,Joseph R. Biden Jr.,5/28/2020,6/1/2020,Monmouth University,742,rv,1.451779,0,52,52.27061,54.26959,"",66703,124454
2020,National,10/26/2020,Joseph R. Biden Jr.,5/31/2020,6/2/2020,YouGov,1244,rv,.4977481,0,47,48.82529,50.72175,"",66718,124450
2020,National,10/26/2020,Joseph R. Biden Jr.,5/29/2020,5/31/2020,Change Research,1457,lv,.7970297,0,48,48.49253,50.49913,"",66709,124432
2020,National,10/26/2020,Joseph R. Biden Jr.,6/1/2020,6/2/2020,Ipsos,964,rv,.5164325,0,47,49.73811,51.57672,"",66705,124423
2020,National,10/26/2020,Joseph R. Biden Jr.,5/28/2020,5/30/2020,RMG Research,1200,rv,.6506643,0,46,48.75296,50.84414,"",66694,124420
2020,National,10/26/2020,Joseph R. Biden Jr.,5/29/2020,6/1/2020,YouGov,1486,lv,.6728133,0,47,47.96944,49.92213,"",66700,124408
2020,National,10/26/2020,Joseph R. Biden Jr.,5/2/2020,5/3/2020,Morning Consult,1991,rv,.0437003,0,45,46.32622,49.04557,"",66100,124403
2020,National,10/26/2020,Joseph R. Biden Jr.,5/31/2020,6/1/2020,Morning Consult,1624,rv,.0267007,0,51,52.33166,54.21343,"",66697,124402
2020,National,10/26/2020,Joseph R. Biden Jr.,5/23/2020,5/30/2020,Optimus,789,lv,.217027,0,49.7,48.81988,50.96906,T,66696,124400
2020,National,10/26/2020,Joseph R. Biden Jr.,5/21/2020,5/27/2020,TargetSmart/William & Mary,1200,rv,.9581254,0,43,45.85218,48.145,"",66671,124337
2020,National,10/26/2020,Joseph R. Biden Jr.,5/29/2020,5/30/2020,YouGov,861,rv,.3467805,0,48,49.82677,51.83886,"",66670,124335
2020,National,10/26/2020,Joseph R. Biden Jr.,5/25/2020,5/28/2020,ABC News/The Washington Post,835,rv,1.573578,0,53,52.14173,54.30918,"",66668,124329
2020,National,10/26/2020,Joseph R. Biden Jr.,5/26/2020,5/26/2020,John Zogby Strategies/EMI Research Solutions,1001,lv,.8389409,0,53,53.85888,56.07533,"",66595,124132
2020,National,10/26/2020,Joseph R. Biden Jr.,5/19/2020,5/26/2020,Optimus,793,lv,.2913111,0,51.8,50.92017,53.28252,T,66560,124048
2020,National,10/26/2020,Joseph R. Biden Jr.,5/20/2020,5/27/2020,Ipsos,3732,rv,1.387611,0,45,47.73075,50.07713,"",66551,124028
2020,National,10/26/2020,Joseph R. Biden Jr.,5/23/2020,5/26/2020,YouGov,1157,rv,.5010432,0,45,46.81953,49.11552,"",66545,124011
2020,National,10/26/2020,Joseph R. Biden Jr.,5/18/2020,5/24/2020,Morning Consult,30317,rv,.4307408,0,46,47.32883,49.82551,"",66533,123991
2020,National,10/26/2020,Joseph R. Biden Jr.,5/16/2020,5/23/2020,Optimus,766,lv,.2137334,0,53.9,53.02245,55.52298,T,66531,123987
2020,National,10/26/2020,Joseph R. Biden Jr.,5/20/2020,5/21/2020,YouGov,1218,rv,.5890124,0,46,47.82288,50.32987,"",66514,123952
2020,National,10/26/2020,Joseph R. Biden Jr.,5/12/2020,5/19/2020,Optimus,774,lv,.2873623,0,51.5,50.62001,53.30026,T,66512,123949
2020,National,10/26/2020,Joseph R. Biden Jr.,5/13/2020,5/18/2020,Kaiser Family Foundation,970,rv,1.459565,0,43,45.23939,47.93708,"",66510,123941
2020,National,10/26/2020,Joseph R. Biden Jr.,5/17/2020,5/20/2020,Fox News/Beacon Research/Shaw & Co. Research,1207,rv,1.779587,0,48,49.19358,51.76609,"",66508,123933
2020,National,10/26/2020,Joseph R. Biden Jr.,5/19/2020,5/19/2020,Data for Progress,800,rv,.6653934,0,52.04,51.23064,53.82861,"",66405,123713
2020,National,10/26/2020,Joseph R. Biden Jr.,5/12/2020,5/12/2020,Data for Progress,666,rv,.5401248,0,50.12,49.3101,52.12793,"",66404,123711
2020,National,10/26/2020,Joseph R. Biden Jr.,5/18/2020,5/19/2020,Ipsos,957,rv,.4240027,0,47,49.73811,52.32619,"",66396,123695
2020,National,10/26/2020,Joseph R. Biden Jr.,5/14/2020,5/18/2020,Quinnipiac University,1323,rv,1.67792,0,50,49.81746,52.50496,"",66394,123674
2020,National,10/26/2020,Joseph R. Biden Jr.,5/18/2020,5/19/2020,Rasmussen Reports/Pulse Opinion Research,1000,lv,1.034299,0,48,50.18135,52.77853,"",66381,123598
2020,National,10/26/2020,Joseph R. Biden Jr.,5/17/2020,5/19/2020,YouGov,1235,rv,.6274308,0,47,48.82529,51.46172,"",66380,123597
2020,National,10/26/2020,Joseph R. Biden Jr.,5/11/2020,5/17/2020,Morning Consult,28159,rv,.2612879,0,46,47.32883,50.0934,T,66379,123587
2020,National,10/26/2020,Joseph R. Biden Jr.,5/15/2020,5/17/2020,Change Research,1424,lv,.7803944,0,48,48.49253,51.20856,"",66375,123582
2020,National,10/26/2020,Joseph R. Biden Jr.,5/13/2020,5/14/2020,Harris Insights & Analytics,1708,lv,.9906108,0,53,55.23348,57.99385,"",66304,123431
2020,National,10/26/2020,Joseph R. Biden Jr.,5/9/2020,5/16/2020,Optimus,780,lv,.2204797,0,51.6,50.72006,53.47179,T,66305,123425
2020,National,10/26/2020,Joseph R. Biden Jr.,4/14/2020,4/14/2020,Data for Progress,788,rv,.7197602,0,50.03,49.22012,51.84115,"",66299,123412
2020,National,10/26/2020,Joseph R. Biden Jr.,4/21/2020,4/21/2020,Data for Progress,850,rv,.6571099,0,49.14,48.33042,50.93292,"",66298,123410
2020,National,10/26/2020,Joseph R. Biden Jr.,4/28/2020,4/28/2020,Data for Progress,885,rv,.6619096,0,52.36,51.55088,54.20594,"",66297,123408
2020,National,10/26/2020,Joseph R. Biden Jr.,5/5/2020,5/5/2020,Data for Progress,783,rv,.6100544,0,50.55,49.74009,52.51704,"",66296,123406
2020,National,10/26/2020,Joseph R. Biden Jr.,5/5/2020,5/12/2020,Optimus,728,lv,.2742343,0,52,51.1203,53.92334,T,66283,123380
2020,National,10/26/2020,Joseph R. Biden Jr.,5/7/2020,5/10/2020,SSRS,1001,rv,1.192166,0,51,49.49672,52.33273,"",66245,123344
2020,National,10/26/2020,Joseph R. Biden Jr.,5/10/2020,5/12/2020,YouGov,1175,rv,.62508,0,47,48.82529,51.67513,"",66268,123339
2020,National,10/26/2020,Joseph R. Biden Jr.,5/11/2020,5/12/2020,Ipsos,973,rv,.5954124,0,46,48.73513,51.5399,"",66262,123319
2020,National,10/26/2020,Joseph R. Biden Jr.,5/4/2020,5/10/2020,Morning Consult,27754,rv,.3014072,0,45,46.32622,49.12648,T,66240,123276
2020,National,10/26/2020,Joseph R. Biden Jr.,5/2/2020,5/9/2020,Optimus,726,lv,.2071576,0,50,49.1198,51.87385,T,66235,123265
2020,National,10/26/2020,Joseph R. Biden Jr.,5/8/2020,5/9/2020,Redfield & Wilton Strategies,1114,lv,.8305916,0,47.33,48.56747,51.42431,"",66212,123190
2020,National,10/26/2020,Joseph R. Biden Jr.,5/7/2020,5/9/2020,RMG Research,1200,rv,.6506643,0,44,46.74273,49.58927,"",66208,123185
2020,National,10/26/2020,Joseph R. Biden Jr.,5/4/2020,5/5/2020,YouGov,1224,rv,.5281817,0,45,46.81953,49.58673,"",66173,123054
2020,National,10/26/2020,Joseph R. Biden Jr.,4/28/2020,5/5/2020,Optimus,758,lv,.2845608,0,51.3,50.41993,53.09578,T,66168,123031
2020,National,10/26/2020,Joseph R. Biden Jr.,4/30/2020,5/4/2020,Monmouth University,739,rv,1.446018,0,50,50.27092,52.97794,"",66076,122900
2020,National,10/26/2020,Joseph R. Biden Jr.,5/3/2020,5/5/2020,YouGov,1209,rv,.5131093,0,46,47.82288,50.57017,"",66122,122864
2020,National,10/26/2020,Joseph R. Biden Jr.,5/2/2020,5/5/2020,Civiqs,1546,a,.9031395,0,47,48.94963,51.74053,"",66105,122811
2020,National,10/26/2020,Joseph R. Biden Jr.,5/1/2020,5/3/2020,Change Research,1489,lv,.7855928,0,47,47.49197,50.20218,"",66103,122809
2020,National,10/26/2020,Joseph R. Biden Jr.,5/4/2020,5/5/2020,Ipsos,1015,rv,.5823013,0,43,45.71774,48.47622,"",66101,122805
2020,National,10/26/2020,Joseph R. Biden Jr.,4/30/2020,5/2/2020,RMG Research,1200,rv,.5360913,0,46,48.75296,51.46616,"",66061,122719
2020,National,10/26/2020,Joseph R. Biden Jr.,4/27/2020,5/3/2020,Morning Consult,31117,rv,.6704411,0,46,47.32883,49.99154,"",66070,122717
2020,National,10/26/2020,Joseph R. Biden Jr.,4/25/2020,5/2/2020,Optimus,765,lv,.2179269,0,49.5,48.61996,51.2403,T,66067,122713
2020,National,10/26/2020,Joseph R. Biden Jr.,4/28/2020,5/1/2020,YouGov,1671,lv,.8255266,0,49,49.97094,52.64327,"",66045,122512
2020,National,10/26/2020,Joseph R. Biden Jr.,4/26/2020,4/29/2020,IBD/TIPP,948,rv,1.520163,0,43,45.06866,47.7246,"",66012,122317
2020,National,10/26/2020,Joseph R. Biden Jr.,4/19/2020,4/20/2020,Harris Insights & Analytics,958,rv,.4510161,0,42,45.06613,47.66913,"",65817,122308
2020,National,10/26/2020,Joseph R. Biden Jr.,4/21/2020,4/28/2020,Optimus,766,lv,.2898989,0,49.2,48.3201,50.91439,T,66006,122306
2020,National,10/26/2020,Joseph R. Biden Jr.,4/27/2020,4/29/2020,Ipsos,1876,rv,.9242891,0,45,47.73075,50.3774,"",65949,122188
2020,National,10/26/2020,Joseph R. Biden Jr.,4/26/2020,4/28/2020,YouGov,1222,rv,.5703573,0,47,48.82529,51.47132,"",65943,122176
2020,National,10/26/2020,Joseph R. Biden Jr.,4/26/2020,4/28/2020,Emerson College,1200,rv,1.676391,0,53.65,52.86568,55.50438,"",65938,122157
2020,National,10/26/2020,Joseph R. Biden Jr.,4/23/2020,4/25/2020,RMG Research,1200,rv,.5360913,0,46,48.75296,51.39602,"",65930,122136
2020,National,10/26/2020,Joseph R. Biden Jr.,4/16/2020,4/20/2020,AP-NORC,862,rv,1.166427,0,56,58.19976,60.74612,"",65928,122134
2020,National,10/26/2020,Joseph R. Biden Jr.,4/20/2020,4/26/2020,Morning Consult,30560,rv,.719068,0,46,47.32883,49.93151,"",65927,122133
2020,National,10/26/2020,Joseph R. Biden Jr.,4/18/2020,4/25/2020,Optimus,784,lv,.2264206,0,52.2,51.32045,53.88001,T,65926,122131
2020,National,10/26/2020,Joseph R. Biden Jr.,4/21/2020,4/25/2020,Suffolk University,1000,rv,1.592827,0,47.2,49.5557,52.16799,"",65925,122123
2020,National,10/26/2020,Joseph R. Biden Jr.,4/19/2020,4/19/2020,Climate Nexus,1917,rv,.982613,0,49,50.14003,52.74479,"",65922,122120
2020,National,10/26/2020,Joseph R. Biden Jr.,4/21/2020,4/21/2020,Redfield & Wilton Strategies,1219,lv,.8611194,0,48.88,50.11872,52.72198,"",65915,122103
2020,National,10/26/2020,Joseph R. Biden Jr.,3/23/2020,3/23/2020,Redfield & Wilton Strategies,1500,lv,.9551448,0,49,50.23875,52.84878,"",65914,122101
2020,National,10/26/2020,Joseph R. Biden Jr.,4/14/2020,4/21/2020,Optimus,829,lv,.3403466,0,52.7,51.8209,54.37501,T,65896,122011
2020,National,10/26/2020,Joseph R. Biden Jr.,4/19/2020,4/21/2020,YouGov,1144,rv,.7289857,0,48,49.82677,52.42151,"",65823,121725
2020,National,10/26/2020,Joseph R. Biden Jr.,4/17/2020,4/18/2020,Change Research,1178,lv,.5268331,0,48,48.49253,51.08603,"",65821,121717
2020,National,10/26/2020,Joseph R. Biden Jr.,4/15/2020,4/21/2020,Ipsos,3806,rv,1.412167,0,47,49.73811,52.33159,"",65818,121710
2020,National,10/26/2020,Joseph R. Biden Jr.,4/6/2020,4/12/2020,Morning Consult,25372,rv,1.177674,0,45,46.32622,49.17393,"",65814,121687
2020,National,10/26/2020,Joseph R. Biden Jr.,4/13/2020,4/19/2020,Morning Consult,31482,rv,.892909,0,47,48.33075,50.91581,"",65813,121684
2020,National,10/26/2020,Joseph R. Biden Jr.,4/11/2020,4/18/2020,Optimus,745,lv,.2497489,0,52.2,51.32045,53.87663,T,65792,121633
2020,National,10/26/2020,Joseph R. Biden Jr.,4/16/2020,4/18/2020,RMG Research,1200,rv,.6506643,0,49,51.75769,54.36598,"",65790,121625
2020,National,10/26/2020,Joseph R. Biden Jr.,4/13/2020,4/15/2020,NBC News/The Wall Street Journal,900,rv,1.362782,0,49,49.20478,51.83659,"",65781,121608
2020,National,10/26/2020,Joseph R. Biden Jr.,4/14/2020,4/16/2020,Harris Insights & Analytics,2190,lv,1.046062,0,53,55.23348,57.82072,"",65780,121605
2020,National,10/26/2020,Joseph R. Biden Jr.,4/13/2020,4/15/2020,Change Research,1349,lv,.6169432,0,50,50.49292,53.09791,"",65775,121597
2020,National,10/26/2020,Joseph R. Biden Jr.,4/14/2020,4/16/2020,Morning Consult,1992,rv,.0624307,0,47,48.33075,50.92055,"",65773,121592
2020,National,10/26/2020,Joseph R. Biden Jr.,4/7/2020,4/14/2020,Optimus,732,lv,.3631764,0,53.9,53.02245,55.78552,T,65772,121590
2020,National,10/26/2020,Joseph R. Biden Jr.,4/8/2020,4/12/2020,Pew Research Center,4125,rv,1.663409,0,47,46.48198,49.36306,"",65770,121582
2020,National,10/26/2020,Joseph R. Biden Jr.,4/12/2020,4/14/2020,YouGov,1166,rv,.9147025,0,48,49.82677,52.45832,"",65756,121553
2020,National,10/26/2020,Joseph R. Biden Jr.,4/11/2020,4/14/2020,Civiqs,1600,a,.917231,0,48,49.95115,52.62569,"",65755,121542
2020,National,10/26/2020,Joseph R. Biden Jr.,4/13/2020,4/14/2020,Ipsos,937,rv,.422665,0,45,47.73075,50.33792,"",65750,121533
2020,National,10/26/2020,Joseph R. Biden Jr.,3/21/2020,3/28/2020,Optimus,1032,lv,.708028,0,51.1,50.21986,52.83691,T,65738,121518
2020,National,10/26/2020,Joseph R. Biden Jr.,3/28/2020,4/4/2020,Optimus,937,lv,.6286471,0,50.2,49.31977,52.1172,T,65737,121516
2020,National,10/26/2020,Joseph R. Biden Jr.,4/4/2020,4/10/2020,Optimus,814,lv,.3516794,0,52.8,51.92101,54.76234,T,65736,121505
2020,National,10/26/2020,Joseph R. Biden Jr.,4/3/2020,4/5/2020,Garin-Hart-Yang Research Group,1003,rv,.8488508,0,50,48.71853,51.6028,"",65733,121497
2020,National,10/26/2020,Joseph R. Biden Jr.,3/10/2020,3/24/2020,Lord Ashcroft Polls,10357,a,1.202949,0,48,49.59546,52.03762,"",65724,121478
2020,National,10/26/2020,Joseph R. Biden Jr.,4/4/2020,4/7/2020,Fox News/Beacon Research/Shaw & Co. Research,1107,rv,1.610438,0,42,43.17744,46.01591,"",65715,121463
2020,National,10/26/2020,Joseph R. Biden Jr.,1/11/2020,1/14/2020,YouGov,1108,rv,1.167931,0,45,46.81953,49.03667,"",63278,121453
2020,National,10/26/2020,Joseph R. Biden Jr.,12/28/2019,12/31/2019,YouGov,1123,rv,1.11392,0,49,50.82732,53.73949,"",63206,121451
2020,National,10/26/2020,Joseph R. Biden Jr.,12/14/2019,12/17/2019,YouGov,1164,rv,.9899419,0,48,49.82677,53.08899,"",63146,121449
2020,National,10/26/2020,Joseph R. Biden Jr.,12/7/2019,12/10/2019,YouGov,1209,rv,1.060009,0,45,46.81953,49.66066,"",63065,121448
2020,National,10/26/2020,Joseph R. Biden Jr.,11/3/2019,11/5/2019,YouGov,1201,rv,1.304979,0,47,48.82529,50.37731,"",62570,121443
2020,National,10/26/2020,Joseph R. Biden Jr.,4/2/2020,4/3/2020,Change Research,1200,lv,.5834749,0,43,43.48719,46.32491,"",65700,121431
2020,National,10/26/2020,Joseph R. Biden Jr.,4/6/2020,4/7/2020,YouGov,1139,rv,.7097265,0,49,50.82732,53.70552,"",65698,121427
2020,National,10/26/2020,Joseph R. Biden Jr.,4/3/2020,4/6/2020,SSRS,875,rv,1.09774,0,53,51.49863,54.35783,"",65687,121425
2020,National,10/26/2020,Joseph R. Biden Jr.,4/3/2020,4/7/2020,Monmouth University,743,rv,1.450433,0,48,48.27068,51.13791,"",65692,121419
2020,National,10/26/2020,Joseph R. Biden Jr.,4/2/2020,4/6/2020,Quinnipiac University,2077,rv,2.18174,0,49,48.81751,51.656,"",65693,121408
2020,National,10/26/2020,Joseph R. Biden Jr.,4/3/2020,4/6/2020,NBC News/The Wall Street Journal,604,rv,.9867086,0,44,44.203,47.08344,"",65689,121401
2020,National,10/26/2020,Joseph R. Biden Jr.,4/5/2020,4/7/2020,YouGov,1147,rv,.6975005,0,48,49.82677,52.70652,"",65691,121391
2020,National,10/26/2020,Joseph R. Biden Jr.,4/6/2020,4/7/2020,Ipsos,959,rv,.7590528,0,43,45.71774,48.58872,"",65688,121384
2020,National,10/26/2020,Joseph R. Biden Jr.,4/3/2020,4/3/2020,Research Co.,1000,a,.8706735,0,45,48.06669,50.92287,"",65674,121381
2020,National,10/26/2020,Joseph R. Biden Jr.,3/30/2020,4/5/2020,Morning Consult,15493,rv,.829881,0,46,47.32883,50.16568,"",65683,121368
2020,National,10/26/2020,Joseph R. Biden Jr.,3/29/2020,4/1/2020,IBD/TIPP,980,rv,1.561162,0,47,49.08557,51.92212,"",65680,121363
2020,National,10/26/2020,Joseph R. Biden Jr.,3/26/2020,3/28/2020,Change Research,1845,lv,.7990245,0,49,49.49285,52.20248,"",65051,120707
2020,National,10/26/2020,Joseph R. Biden Jr.,3/29/2020,3/31/2020,YouGov,1194,rv,.648793,0,46,47.82288,50.62309,"",65045,120694
2020,National,10/26/2020,Joseph R. Biden Jr.,3/26/2020,3/28/2020,RMG Research,1000,rv,.7680136,0,45,47.74855,50.48209,"",65044,120678
2020,National,10/26/2020,Joseph R. Biden Jr.,3/27/2020,3/30/2020,Selzer & Co.,777,lv,1.687683,0,47,47.8036,50.53499,"",65043,120670
2020,National,10/26/2020,Joseph R. Biden Jr.,3/30/2020,3/31/2020,Ipsos,930,rv,.6072497,0,46,48.73513,51.55436,"",65041,120661
2020,National,10/26/2020,Joseph R. Biden Jr.,3/23/2020,3/29/2020,Morning Consult,17323,rv,.7560107,0,46,47.32883,50.00463,"",65035,120647
2020,National,10/26/2020,Joseph R. Biden Jr.,3/24/2020,3/26/2020,Harris Insights & Analytics,1209,rv,.9790993,0,55,58.06546,60.67913,"",65019,120592
2020,National,10/26/2020,Joseph R. Biden Jr.,3/22/2020,3/25/2020,ABC News/The Washington Post,845,rv,1.591379,0,49,48.14074,50.75446,"",65001,120578
2020,National,10/26/2020,Joseph R. Biden Jr.,3/25/2020,3/26/2020,YouGov,1169,rv,.6350793,0,46,47.82288,50.50898,"",65013,120572
